瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
192,柳林,2021-03-18 02:00,4.1,,,,0,,0,,95,,7.7,3.3,1017.3,,1021,,,9,,,,0,0,,,1209,,,5,,,,,
192,柳林,2021-03-18 03:00,4,,,,0,,0,,96,,7.8,3.4,1017.2,,1020.9,,,9,,,,0,0,,,1295,,,4.5,,,,,
192,柳林,2021-03-18 04:00,3.5,,,,.1,,0,,96,,7.5,2.9,1016.8,,1020.5,,,9,,,,0,0,,,1265,,,4.1,,,,,
192,柳林,2021-03-18 05:00,3,,,,0,,0,,97,,7.3,2.5,1017,,1020.7,,,9,,,,0,0,,,1055,,,3.7,,,,,
192,柳林,2021-03-18 06:00,3,,,,0,,0,,98,,7.4,2.7,1017.7,,1021.4,,,9,,,,0,0,,,1078,,,3.5,,,,,
192,柳林,2021-03-18 07:00,3,,,,.1,,0,,98,,7.4,2.7,1017.9,,1021.6,,0,,.02,,,0,0,,,1055,,,3.5,,,,,
192,柳林,2021-03-18 08:00,5.5,,,,0,,0,,96,,8.7,4.9,1018.5,,1022.2,,.7,,.37,,,0,0,,,771,,,6.3,,,,,
192,柳林,2021-03-18 09:00,9.4,,,,.8,,50,,81,,9.5,6.2,1018.5,,1022.1,,1,,1.1,,,0,0,,,1294,,,12.2,,,,,
192,柳林,2021-03-18 10:00,12.1,,,,1.9,,50,,66,,9.3,5.9,1018.3,,1021.9,,1,,1.85,,,0,0,,,1452,,,17,,,,,
192,柳林,2021-03-18 11:00,13.9,,,,2.2,,70,,56,,8.8,5.2,1017.6,,1021.1,,1,,2.45,,,0,0,,,1681,,,20.6,,,,,
192,柳林,2021-03-18 12:00,15.4,,,,2.3,,90,,53,,9.2,5.8,1017,,1020.5,,1,,2.79,,,0,0,,,1467,,,22.9,,,,,
192,柳林,2021-03-18 13:00,17,,,,3.3,,110,,42,,8.1,3.9,1015.8,,1019.3,,1,,2.98,,,0,0,,,1764,,,24.5,,,,,
192,柳林,2021-03-18 14:00,17.5,,,,1.5,,70,,43,,8.5,4.7,1014.6,,1018.1,,1,,2.96,,,0,0,,,1756,,,25.5,,,,,
192,柳林,2021-03-18 15:00,18.5,,,,2,,90,,43,,9.1,5.6,1013.9,,1017.3,,1,,2.13,,,5,5,,52,1810,,,23,,,,,
192,柳林,2021-03-18 16:00,18.8,,,,.6,,270,,41,,8.8,5.2,1013.7,,1017.1,,1,,2.03,,,0,0,,,1797,,,21.3,,,,,
192,柳林,2021-03-18 17:00,17.8,,,,2,,200,,50,,10.2,7.2,1013.9,,1017.4,,1,,1.26,,,3,2,,50,1821,,,17.7,,,,,
192,柳林,2021-03-18 18:00,16.1,,,,2.5,,200,,54,,9.8,6.7,1014.3,,1017.8,,1,,.59,,,6,6,,49,1965,,,15.3,,,,,
192,柳林,2021-03-18 19:00,13.8,,,,.7,,160,,64,,10,7,1015.1,,1018.6,,0,,.05,,,2,1,,49,1997,,,12.5,,,,,
192,柳林,2021-03-18 20:00,12.3,,,,1.9,,90,,68,,9.7,6.5,1015.6,,1019.1,,,9,,,,7,7,,48,1980,,,11.5,,,,,
192,柳林,2021-03-18 21:00,10,,,,1,,110,,78,,9.5,6.3,1016.4,,1020,,,9,,,,6,6,,49,1971,,,9.9,,,,,
192,柳林,2021-03-18 22:00,10.1,,,,1.5,,110,,77,,9.5,6.2,1017.1,,1020.7,,,9,,,,8,6,,56,1997,,,9.3,,,,,
192,柳林,2021-03-18 23:00,9.8,,,,1.2,,90,,76,,9.2,5.7,1017.3,,1020.9,,,9,,,,7,7,,51,1996,,,9,,,,,
192,柳林,2021-03-19 00:00,9.6,,,,.4,,0,,78,,9.3,5.9,1017,,1020.6,,,9,,,,9,9,,,1952,,,9.1,,,,,
192,柳林,2021-03-19 01:00,8.6,,,,.3,,0,,82,,9.1,5.6,1016.8,,1020.4,,,9,,,,8,8,,48,1844,,,8.6,,,,,
192,柳林,2021-03-19 02:00,7.7,,,,0,,0,,88,,9.2,5.8,1016.7,,1020.3,,,9,,,,2,2,,47,1771,,,7.3,,,,,
192,柳林,2021-03-19 03:00,7.3,,,,1,,20,,86,,8.8,5.1,1016.9,,1020.5,,,9,,,,1,0,,,1846,,,6.5,,,,,
192,柳林,2021-03-19 04:00,7.2,,,,.1,,0,,87,,8.8,5.1,1016.8,,1020.4,,,9,,,,8,8,,46,1663,,,6.6,,,,,
192,柳林,2021-03-19 05:00,7.4,,,,.2,,0,,84,,8.6,4.8,1017.3,,1020.9,,,9,,,,4,4,,44,1434,,,7,,,,,
192,柳林,2021-03-19 06:00,7.3,,,,.6,,20,,83,,8.4,4.5,1017.4,,1021,,,9,,,,6,5,,42,1388,,,6.3,,,,,
192,柳林,2021-03-19 07:00,8.5,,,,1.1,,20,,77,,8.5,4.6,1017.7,,1021.3,,0,,.01,,,8,8,,32,1887,,,7.3,,,,,
192,柳林,2021-03-19 08:00,9.7,,,,1.4,,20,,71,,8.5,4.6,1018.3,,1021.9,,.1,,.25,,,9,9,,34,1995,,,9.1,,,,,
192,柳林,2021-03-19 09:00,11.3,,,,2,,360,,64,,8.5,4.7,1018.3,,1021.9,,.8,,.86,,,6,6,,35,1977,,,12.5,,,,,
192,柳林,2021-03-19 10:00,13,,,,1.8,,50,,59,,8.8,5.1,1018.1,,1021.6,,1,,1.74,,,7,2,,39,1991,,,17.1,,,,,
192,柳林,2021-03-19 11:00,14.8,,,,2.5,,90,,52,,8.7,5,1017.4,,1020.9,,1,,2.44,,,5,0,,,1970,,,21.4,,,,,
192,柳林,2021-03-19 12:00,15.6,,,,2,,90,,50,,8.8,5.1,1016.7,,1020.2,,1,,2.85,,,5,0,,,1998,,,23.9,,,,,
192,柳林,2021-03-19 13:00,17.1,,,,2.4,,50,,43,,8.4,4.4,1015.7,,1019.2,,1,,3.06,,,3,0,,,2000,,,26,,,,,
192,柳林,2021-03-19 14:00,17.6,,,,1.8,,70,,42,,8.4,4.5,1014.5,,1018,,1,,2.8,,,3,0,,,1995,,,25.3,,,,,
192,柳林,2021-03-19 15:00,18.2,,,,2.1,,70,,39,,8.1,4,1013.8,,1017.2,,1,,2.35,,,7,0,,,1944,,,24.6,,,,,
192,柳林,2021-03-19 16:00,19.1,,,,1.6,,50,,38,,8.4,4.4,1013.4,,1016.8,,1,,2.02,,,7,0,,,2000,,,22.2,,,,,
192,柳林,2021-03-19 17:00,17.4,,,,3.5,,90,,48,,9.5,6.2,1013.4,,1016.9,,1,,1.09,,,8,0,,,1979,,,18.8,,,,,
192,柳林,2021-03-19 18:00,14.7,,,,3.7,,90,,55,,9.2,5.7,1013.6,,1017.1,,0,,.31,,,10,1,,76,1995,,,15.4,,,,,
192,柳林,2021-03-19 19:00,13.3,,,,2.3,,110,,63,,9.5,6.3,1014.1,,1017.6,,0,,.03,,,8,5,,35,1984,,,13.3,,,,,
192,柳林,2021-03-19 20:00,12.4,,,,1.6,,140,,65,,9.3,5.9,1015,,1018.5,,,9,,,,9,8,,34,1959,,,12.1,,,,,
192,柳林,2021-03-19 21:00,12.1,,,,1.6,,90,,65,,9.2,5.7,1015.7,,1019.2,,,9,,,,5,5,,34,2000,,,11.8,,,,,
192,柳林,2021-03-19 22:00,12.6,,,,2.6,,70,,56,,8.1,4,1016.1,,1019.6,,,9,,,,9,9,,34,2000,,,11.3,,,,,
192,柳林,2021-03-19 23:00,12.1,,,,1.4,,50,,57,,8,3.8,1015.6,,1019.1,,,9,,,,3,3,,35,2000,,,10.8,,,,,
192,柳林,2021-03-20 00:00,11.6,,,,.8,,50,,59,,8,3.8,1015.3,,1018.9,,,9,,,,2,2,,,2000,,,10.6,,,,,
192,柳林,2021-03-20 01:00,11.3,,,,1.3,,20,,60,,8,3.8,1014.5,,1018.1,,,9,,,,10,10,,33,2000,,,10.3,,,,,
192,柳林,2021-03-20 02:00,11,,,,.9,,20,,62,,8.1,3.9,1013.7,,1017.3,,,9,,,,10,10,,33,2000,,,10.1,,,,,
192,柳林,2021-03-20 03:00,10.1,,0,,.7,,360,,74,,9.1,5.6,1013.2,,1016.8,,,9,,,,10,9,,14,1792,,,10.1,,,,,
192,柳林,2021-03-20 04:00,8.6,,,9,.8,,340,,90,,10,7,1012.9,,1016.5,,,9,,,,10,10,,12,1370,,,10.1,,,,,
192,柳林,2021-03-20 05:00,8.3,,,9,.9,,360,,90,,9.8,6.7,1012.7,,1016.3,,,9,,,,10,10,,11,1461,,,9.8,,,,,
192,柳林,2021-03-20 06:00,7.9,,1.8,,.5,,20,,91,,9.7,6.5,1012.4,,1016,,,9,,,,4,4,,10,1125,,,9.6,,,,,
192,柳林,2021-03-20 07:00,8,,,9,.4,,0,,92,,9.8,6.7,1012.1,,1015.7,,0,,0,,,9,9,,9,1411,,,9.5,,,,,
192,柳林,2021-03-20 08:00,7.9,,,9,.9,,290,,95,,10.1,7.1,1011.6,,1015.2,,0,,.05,,,10,10,,8,474,,,9.6,,,,,
192,柳林,2021-03-20 09:00,7.8,,5.7,,.8,,320,,96,,10.1,7.1,1010.9,,1014.5,,0,,.14,,,10,9,,2,334,,,9.8,,,,,
192,柳林,2021-03-20 10:00,8.1,,,9,.8,,340,,97,,10.4,7.6,1010.6,,1014.2,,0,,.18,,,10,9,,1,278,,,10.3,,,,,
192,柳林,2021-03-20 11:00,8.7,,,9,.6,,320,,97,,10.9,8.2,1009.7,,1013.3,,0,,.36,,,10,9,,1,377,,,11.4,,,,,
192,柳林,2021-03-20 12:00,9.4,,4.4,,.8,,20,,97,,11.4,8.9,1009,,1012.6,,0,,.47,,,,9,,1,324,,,12.6,,,,,
192,柳林,2021-03-20 13:00,9.9,,,9,1.3,,70,,97,,11.8,9.4,1007.8,,1011.3,,0,,.48,,,10,9,,1,831,,,13.1,,,,,
192,柳林,2021-03-20 14:00,10.3,,,9,.7,,50,,95,,11.9,9.5,1007,,1010.5,,0,,.31,,,9,9,,2,1147,,,12.8,,,,,
192,柳林,2021-03-20 15:00,10.8,,.8,,1.1,,70,,97,,12.5,10.3,1006.1,,1009.6,,0,,.44,,,9,9,,2,449,,,13.6,,,,,
192,柳林,2021-03-20 16:00,11.1,,,9,1.3,,70,,96,,12.6,10.4,1006.3,,1009.8,,0,,.29,,,9,9,,2,1862,,,13,,,,,
192,柳林,2021-03-20 17:00,11.7,,,9,.8,,50,,92,,12.6,10.4,1006.6,,1010.1,,0,,.23,,,9,9,,2,1995,,,13.1,,,,,
192,柳林,2021-03-20 18:00,11.2,,.1,,1.5,,110,,94,,12.4,10.2,1006.7,,1010.2,,0,,.13,,,8,8,,2,1968,,,12.3,,,,,
192,柳林,2021-03-20 19:00,11.1,,,9,.7,,360,,95,,12.5,10.3,1006.9,,1010.4,,0,,.01,,,0,0,,,1711,,,11.8,,,,,
192,柳林,2021-03-20 20:00,11.1,,,9,.3,,0,,95,,12.5,10.3,1007.7,,1011.2,,,9,,,,10,9,,3,1139,,,11.5,,,,,
192,柳林,2021-03-20 21:00,10.8,,,9,.5,,50,,97,,12.5,10.3,1007.4,,1010.9,,,9,,,,10,2,,2,823,,,11.3,,,,,
192,柳林,2021-03-20 22:00,10.6,,,9,.5,,70,,95,,12.1,9.8,1007.3,,1010.8,,,9,,,,10,10,,21,843,,,11.1,,,,,
192,柳林,2021-03-20 23:00,10.6,,,9,.4,,0,,94,,11.9,9.6,1008.2,,1011.7,,,9,,,,9,3,,11,1076,,,10.6,,,,,
192,柳林,2021-03-21 00:00,9.7,,,9,.4,,0,,97,,11.6,9.2,1007.2,,1010.7,,,9,,,,8,8,,,539,,,10.1,,,,,
192,柳林,2021-03-21 01:00,9.5,,,,0,,0,,98,,11.6,9.1,1007.8,,1011.4,,,9,,,,9,9,,9,469,,,10.1,,,,,
192,柳林,2021-03-21 02:00,9.8,,,,.1,,0,,99,,11.9,9.6,1007,,1010.5,,,9,,,,8,8,,8,406,,,10.3,,,,,
192,柳林,2021-03-21 03:00,10,,,,.1,,0,,97,,11.9,9.5,1007,,1010.6,,,9,,,,9,9,,8,722,,,10.3,,,,,
192,柳林,2021-03-21 04:00,10,,,,1,,270,,97,,11.9,9.5,1007.5,,1011.1,,,9,,,,9,9,,8,775,,,10.3,,,,,
192,柳林,2021-03-21 05:00,9.6,,,,1.2,,360,,71,,8.4,4.5,1007.3,,1010.8,,,9,,,,10,9,,6,2000,,,9.6,,,,,
192,柳林,2021-03-21 06:00,8.1,,,,1.4,,360,,71,,7.6,3.1,1007.5,,1011.1,,,9,,,,5,5,,8,2000,,,7.8,,,,,
192,柳林,2021-03-21 07:00,7.5,,,,1,,360,,72,,7.4,2.7,1008.6,,1012.2,,0,,.01,,,4,0,,,1962,,,7.1,,,,,
192,柳林,2021-03-21 08:00,8.6,,,,1.2,,360,,64,,7.1,2.1,1009.1,,1012.7,,.1,,.35,,,7,5,,10,1512,,,8.8,,,,,
192,柳林,2021-03-21 09:00,10.2,,,,.6,,160,,60,,7.4,2.7,1008.8,,1012.4,,.6,,.94,,,4,4,,12,1433,,,12.6,,,,,
192,柳林,2021-03-21 10:00,11.3,,,,1.7,,230,,53,,7.1,2,1009.1,,1012.6,,1,,1.75,,,7,0,,,1602,,,16.6,,,,,
192,柳林,2021-03-21 11:00,12.5,,,,1.2,,290,,53,,7.6,3.1,1008.8,,1012.3,,1,,2.36,,,4,0,,,1662,,,20.1,,,,,
192,柳林,2021-03-21 12:00,12.6,,,,4.2,,360,,39,,5.7,-1,1008.4,,1011.9,,1,,2.57,,,7,0,,,1857,,,19.7,,,,,
192,柳林,2021-03-21 13:00,12.6,,,,3.8,,360,,40,,5.8,-.6,1008.3,,1011.8,,.9,,2.64,,,6,6,,16,1442,,,18.7,,,,,
192,柳林,2021-03-21 14:00,12.2,,,,5.2,,340,,37,,5.3,-2,1008.7,,1012.2,,.9,,2.29,,,7,1,,18,1513,,,18.8,,,,,
192,柳林,2021-03-21 15:00,12,,,,4.5,,340,,38,,5.3,-1.9,1008.5,,1012,,1,,2.18,,,6,0,,,1527,,,17.2,,,,,
192,柳林,2021-03-21 16:00,11.5,,,,4.4,,320,,31,,4.2,-5,1009.3,,1012.8,,1,,1.95,,,6,0,,,1975,,,14.7,,,,,
192,柳林,2021-03-21 17:00,10.3,,,,4.9,,320,,31,,3.9,-6.1,1010,,1013.6,,1,,1.22,,,7,2,,66,1998,,,11.4,,,,,
192,柳林,2021-03-21 18:00,8.8,,,,3.8,,360,,33,,3.7,-6.6,1011.1,,1014.7,,1,,.63,,,3,2,,66,2000,,,9.1,,,,,
192,柳林,2021-03-21 19:00,7.2,,,,4.8,,340,,42,,4.3,-4.8,1012.7,,1016.3,,0,,.08,,,5,5,,63,2000,,,7,,,,,
192,柳林,2021-03-21 20:00,6.4,,,,3.2,,320,,48,,4.6,-3.8,1013.7,,1017.3,,,9,,,,2,2,,63,2000,,,5.8,,,,,
192,柳林,2021-03-21 21:00,6,,,,2.5,,320,,51,,4.8,-3.3,1014.3,,1017.9,,,9,,,,1,1,,65,2000,,,5,,,,,
192,柳林,2021-03-21 22:00,5.6,,,,2.5,,340,,50,,4.5,-4,1015.2,,1018.8,,,9,,,,0,0,,,2000,,,4.4,,,,,
192,柳林,2021-03-21 23:00,5.2,,,,2.3,,340,,51,,4.5,-4.1,1015.6,,1019.3,,,9,,,,6,0,,,2000,,,4,,,,,
192,柳林,2021-03-22 00:00,5.3,,,,2.3,,320,,50,,4.4,-4.3,1016.1,,1019.8,,,9,,,,8,0,,,2000,,,3.5,,,,,
192,柳林,2021-03-22 01:00,5,,,,3.3,,340,,50,,4.4,-4.5,1016.3,,1020,,,9,,,,6,0,,,2000,,,3.2,,,,,
192,柳林,2021-03-22 02:00,4.8,,,,2.5,,320,,52,,4.5,-4.2,1016.5,,1020.1,,,9,,,,6,0,,,2000,,,3,,,,,
192,柳林,2021-03-22 03:00,4.9,,,,2.2,,340,,50,,4.3,-4.6,1016.2,,1019.8,,,9,,,,8,0,,,2000,,,3,,,,,
192,柳林,2021-03-22 04:00,4.5,,,,3.7,,340,,50,,4.2,-5,1016.1,,1019.8,,,9,,,,8,1,,,1998,,,2.9,,,,,
192,柳林,2021-03-22 05:00,4.3,,,,2.4,,360,,49,,4.1,-5.4,1016.6,,1020.3,,,9,,,,8,0,,,1998,,,2.7,,,,,
192,柳林,2021-03-22 06:00,4,,,,2.6,,340,,48,,3.9,-6,1017.1,,1020.8,,,9,,,,8,0,,,2000,,,2.5,,,,,
192,柳林,2021-03-22 07:00,2.3,,,,1.2,,70,,56,,4.1,-5.5,1017.8,,1021.5,,0,,.01,,,0,0,,,1778,,,1.8,,,,,
192,柳林,2021-03-22 08:00,5.3,,,,1.3,,50,,45,,4,-5.6,1018.4,,1022.1,,.9,,.54,,,0,0,,,2000,,,4.9,,,,,
192,柳林,2021-03-22 09:00,6.6,,,,2,,340,,39,,3.8,-6.3,1018.5,,1022.1,,1,,1.38,,,0,0,,,2000,,,10.3,,,,,
192,柳林,2021-03-22 10:00,8.5,,,,2.1,,360,,34,,3.8,-6.4,1018.5,,1022.1,,1,,2.15,,,0,0,,,1999,,,14.8,,,,,
192,柳林,2021-03-22 11:00,9.4,,,,2.5,,290,,31,,3.6,-6.9,1018.2,,1021.8,,1,,2.77,,,0,0,,,2000,,,18,,,,,
192,柳林,2021-03-22 12:00,10.9,,,,3.8,,320,,26,,3.4,-7.8,1017.8,,1021.4,,1,,3.17,,,0,0,,,2000,,,19.5,,,,,
192,柳林,2021-03-22 13:00,12,,,,3.6,,290,,25,,3.5,-7.4,1017.2,,1020.8,,1,,3.27,,,0,0,,,1993,,,21,,,,,
192,柳林,2021-03-22 14:00,12.4,,,,4.2,,320,,26,,3.7,-6.6,1016.5,,1020,,1,,3.1,,,2,0,,,2000,,,20.2,,,,,
192,柳林,2021-03-22 15:00,12.3,,,,4.3,,340,,25,,3.6,-7.2,1016,,1019.5,,1,,2.33,,,3,0,,,2000,,,17.6,,,,,
192,柳林,2021-03-22 16:00,11.8,,,,3.5,,340,,26,,3.6,-7.1,1015.9,,1019.5,,1,,1.46,,,1,0,,,2000,,,13.3,,,,,
192,柳林,2021-03-22 17:00,12.3,,,,3.3,,320,,26,,3.7,-6.6,1016.1,,1019.6,,1,,1.03,,,2,1,,27,2000,,,11.1,,,,,
192,柳林,2021-03-22 18:00,11.3,,,,4.5,,320,,28,,3.8,-6.5,1016.2,,1019.8,,1,,.68,,,0,0,,,2000,,,9,,,,,
192,柳林,2021-03-22 19:00,10.1,,,,1.5,,320,,31,,3.8,-6.2,1016.6,,1020.2,,.2,,.05,,,0,0,,,2000,,,7.1,,,,,
192,柳林,2021-03-22 20:00,6.1,,,,.2,,0,,45,,4.2,-4.9,1017.5,,1021.1,,,9,,,,0,0,,,2000,,,5.6,,,,,
192,柳林,2021-03-22 21:00,7.2,,,,1.7,,180,,41,,4.2,-5.2,1018.2,,1021.8,,,9,,,,0,0,,,2000,,,4.8,,,,,
192,柳林,2021-03-22 22:00,4.5,,,,.3,,0,,54,,4.5,-4,1018.5,,1022.2,,,9,,,,0,0,,,2000,,,4,,,,,
192,柳林,2021-03-22 23:00,2.7,,,,.6,,70,,61,,4.5,-4,1019,,1022.7,,,9,,,,0,0,,,1568,,,3,,,,,
192,柳林,2021-03-23 00:00,1.2,,,,.4,,0,,68,,4.5,-4,1019.1,,1022.8,,,9,,,,0,0,,,2000,,,2.4,,,,,
192,柳林,2021-03-23 01:00,.3,,,,.8,,70,,71,,4.4,-4.3,1019.2,,1022.9,,,9,,,,0,0,,,2000,,,1.8,,,,,
192,柳林,2021-03-23 02:00,-.5,,,,.1,,0,,75,,4.4,-4.3,1019.4,,1023.1,,,9,,,,0,0,,,2000,,,1.3,,,,,
192,柳林,2021-03-23 03:00,-1.2,,,,.3,,0,,80,,4.5,-4.2,1019.4,,1023.2,,,9,,,,0,0,,,2000,,,1,,,,,
192,柳林,2021-03-23 04:00,-1.2,,,,.1,,0,,81,,4.5,-4,1019.1,,1022.8,,,9,,,,0,0,,,2000,,,.8,,,,,
192,柳林,2021-03-23 05:00,-1.9,,,,.4,,0,,85,,4.5,-4,1019.3,,1023.1,,,9,,,,0,0,,,1980,,,.8,,,,,
192,柳林,2021-03-23 06:00,-2.2,,,,.3,,0,,87,,4.5,-4,1019.8,,1023.6,,,9,,,,0,0,,,1952,,,.6,,,,,
192,柳林,2021-03-23 07:00,-1.9,,,,.1,,0,,88,,4.7,-3.6,1020.3,,1024.1,,0,,.04,,,0,0,,,1628,,,.6,,,,,
192,柳林,2021-03-23 08:00,1.8,,,,.1,,0,,81,,5.6,-1.1,1020.6,,1024.3,,.9,,.61,,,0,0,,,1871,,,2,,,,,
192,柳林,2021-03-23 09:00,5.9,,,,.6,,70,,69,,6.4,.6,1020.6,,1024.3,,1,,1.31,,,0,0,,,1651,,,9.7,,,,,
192,柳林,2021-03-23 10:00,9.7,,,,1,,320,,55,,6.6,1,1020.9,,1024.5,,1,,2.03,,,0,0,,,1426,,,15.8,,,,,
192,柳林,2021-03-23 11:00,11.8,,,,1.2,,270,,47,,6.5,.8,1020.6,,1024.2,,1,,2.61,,,0,0,,,1244,,,20,,,,,
192,柳林,2021-03-23 12:00,14.5,,,,1,,200,,40,,6.6,1,1019.6,,1023.1,,1,,2.97,,,0,0,,,1243,,,22.8,,,,,
192,柳林,2021-03-23 13:00,16,,,,1.4,,180,,41,,7.4,2.7,1018.4,,1021.9,,1,,3.06,,,0,0,,,1372,,,24,,,,,
192,柳林,2021-03-23 14:00,18,,,,3.7,,250,,25,,5.2,-2.3,1017.1,,1020.6,,1,,2.98,,,0,0,,,1838,,,23.6,,,,,
192,柳林,2021-03-23 15:00,18.2,,,,3.8,,270,,31,,6.4,.7,1016.4,,1019.9,,1,,2.67,,,0,0,,,1685,,,22.2,,,,,
192,柳林,2021-03-23 16:00,18.5,,,,2.9,,250,,27,,5.8,-.8,1015.8,,1019.2,,1,,2.09,,,0,0,,,1758,,,19.2,,,,,
192,柳林,2021-03-23 17:00,17.7,,,,3.3,,250,,29,,5.9,-.5,1015.6,,1019.1,,1,,1.38,,,0,0,,,1741,,,15.6,,,,,
192,柳林,2021-03-23 18:00,16.7,,,,2.9,,270,,34,,6.4,.7,1015.6,,1019.1,,1,,.59,,,0,0,,,1831,,,13.2,,,,,
192,柳林,2021-03-23 19:00,13.8,,,,1.5,,180,,48,,7.5,2.9,1016.1,,1019.6,,.1,,.06,,,0,0,,,1855,,,10.8,,,,,
192,柳林,2021-03-23 20:00,11,,,,1.3,,200,,59,,7.7,3.2,1016.7,,1020.3,,,9,,,,0,0,,,1802,,,8.9,,,,,
192,柳林,2021-03-23 21:00,11.4,,,,1.7,,180,,52,,7,1.8,1017.1,,1020.7,,,9,,,,0,0,,,1850,,,7.9,,,,,
192,柳林,2021-03-23 22:00,10.9,,,,1.5,,140,,55,,7.1,2.1,1017.7,,1021.3,,,9,,,,0,0,,,1788,,,7,,,,,
192,柳林,2021-03-23 23:00,8.2,,,,.7,,140,,66,,7.2,2.2,1017.6,,1021.2,,,9,,,,0,0,,,1789,,,6,,,,,
192,柳林,2021-03-24 00:00,9.6,,,,2,,200,,53,,6.3,.4,1017.8,,1021.4,,,9,,,,0,0,,,1676,,,5.4,,,,,
192,柳林,2021-03-24 01:00,9.3,,,,2.1,,200,,54,,6.3,.4,1018,,1021.6,,,9,,,,0,0,,,1522,,,5.1,,,,,
192,柳林,2021-03-24 02:00,6.3,,,,.7,,230,,62,,5.9,-.4,1018,,1021.6,,,9,,,,0,0,,,1611,,,4.8,,,,,
192,柳林,2021-03-24 03:00,3.4,,,,.4,,0,,79,,6.1,0,1017.9,,1021.6,,,9,,,,0,0,,,1325,,,3.7,,,,,
192,柳林,2021-03-24 04:00,2,,,,0,,0,,83,,5.9,-.5,1018,,1021.7,,,9,,,,0,0,,,1249,,,3,,,,,
192,柳林,2021-03-24 05:00,1.5,,,,.1,,0,,86,,5.9,-.5,1018.3,,1022,,,9,,,,5,0,,,1204,,,2.4,,,,,
192,柳林,2021-03-24 06:00,1,,,,.1,,0,,88,,5.8,-.7,1019.1,,1022.8,,,9,,,,9,0,,,1064,,,2.4,,,,,
192,柳林,2021-03-24 07:00,1.5,,,,.6,,90,,88,,6,-.2,1019.6,,1023.3,,0,,.03,,,9,0,,,1076,,,2.9,,,,,
192,柳林,2021-03-24 08:00,5.1,,,,.5,,90,,79,,6.9,1.7,1020,,1023.7,,.5,,.47,,,8,1,,74,1080,,,6,,,,,
192,柳林,2021-03-24 09:00,7.9,,,,.7,,270,,68,,7.2,2.3,1020.5,,1024.1,,1,,1.19,,,5,1,,73,1354,,,11.3,,,,,
192,柳林,2021-03-24 10:00,10.8,,,,1.3,,320,,53,,6.8,1.5,1020.4,,1024,,.8,,1.48,,,9,9,,66,1723,,,13.6,,,,,
192,柳林,2021-03-24 11:00,13.5,,,,1.1,,180,,45,,6.9,1.7,1019.8,,1023.3,,.5,,1.59,,,9,2,,62,1906,,,15.6,,,,,
192,柳林,2021-03-24 12:00,14.6,,,,1.3,,270,,40,,6.6,1.1,1018.8,,1022.3,,.4,,1.8,,,8,8,,55,1982,,,17.7,,,,,
192,柳林,2021-03-24 13:00,15.8,,,,2,,160,,42,,7.5,2.8,1017.6,,1021.1,,.3,,1.78,,,10,8,,57,1869,,,19.9,,,,,
192,柳林,2021-03-24 14:00,16.3,,,,1.9,,180,,42,,7.7,3.3,1016.6,,1020.1,,1,,2.21,,,8,7,,44,1984,,,21,,,,,
192,柳林,2021-03-24 15:00,16.7,,,,2.8,,140,,44,,8.3,4.3,1015.8,,1019.3,,1,,2.74,,,7,3,,49,2000,,,22.3,,,,,
192,柳林,2021-03-24 16:00,16.4,,,,1.1,,230,,45,,8.4,4.4,1015.5,,1019,,1,,1.17,,,7,7,,50,2000,,,17.9,,,,,
192,柳林,2021-03-24 17:00,16,,,,1.7,,180,,52,,9.4,6.1,1015.2,,1018.7,,.7,,.82,,,9,9,,51,2000,,,16.6,,,,,
192,柳林,2021-03-24 18:00,15.1,,,,2,,160,,53,,9,5.5,1016.1,,1019.6,,.4,,.43,,,10,9,,48,2000,,,14,,,,,
192,柳林,2021-03-24 19:00,14.1,,,,1.3,,140,,60,,9.6,6.4,1015.8,,1019.3,,0,,.05,,,10,7,,46,2000,,,12,,,,,
192,柳林,2021-03-24 20:00,13.3,,,,.5,,50,,69,,10.5,7.7,1016.1,,1019.6,,,9,,,,10,9,,47,2000,,,11.1,,,,,
192,柳林,2021-03-24 21:00,12.7,,,,.9,,70,,74,,10.8,8.1,1016.9,,1020.4,,,9,,,,8,3,,16,2000,,,10.6,,,,,
192,柳林,2021-03-24 22:00,12,,,,1,,250,,76,,10.6,7.8,1017.2,,1020.8,,,9,,,,5,5,,51,2000,,,9.8,,,,,
192,柳林,2021-03-24 23:00,9.6,,,,0,,0,,87,,10.4,7.5,1016.8,,1020.4,,,9,,,,6,1,,16,1224,,,8.3,,,,,
