일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계
2019-08-22,목,3305,178,275,468,0.0,모닝롤/바나나샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 연두부찌개  마늘쫑볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥  닭곰탕  류산슬  오꼬노미야끼계란말이  오이도라지생채  열무김치 (김치:국내산) ,목살필라프 (쌀:국내산) 꼬지어묵국  탕수육  과일요거트샐러드  무피클  포기김치 (김치:국내산) ,880.0,514.0
2019-08-23,금,3305,268,295,2,0.0,모닝롤/고구마파이  우유/주스 계란후라이 잣죽/쌀밥 (쌀:국내산) 된장찌개  실곤약흑임자무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  미니채소떡갈비  자반고등어구이  숙주나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 건새우아욱된장국  동파삼겹수육  감자채볶음  쫑상추무침  열무김치 (김치:국내산) ,599.0,393.0
2019-08-26,월,3305,162,230,596,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  함박스테이크  사과고구마그라탕  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운버섯국 (소고기:호주산) 돈육간장볶음 (돈육:국내산) 계란찜  청경채무침  포기김치 (김치:국내산) ,1221.0,547.0
2019-08-27,화,3305,118,266,550,0.0,모닝롤/단호박샌드  우유/주스 스크램블에그 김치죽/쌀밥 (쌀:국내산) 어묵국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  버섯불고기 (소고기:호주산) 동태전 (동태:러시아산) 레몬미역초무침  포기김치 (김치:국내산) ,베이컨김치볶음밥 (쌀:국내산) 새우튀김우동  찹쌀순대볶음  부추만두  수제오이피클  깍두기 (김치:국내산) ,921.0,516.0
2019-08-28,수,3305,123,274,0,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 열무된장국  메추리알조림  포기김치 (김치:국내산) ,"카레덮밥 (쌀,돈육:국내산) 맑은국  치킨핑거 (닭:국내산) 쫄면야채무침  오복지/과일  포기김치 (김치:국내산) ",    *        ,899.0,0.0
2019-08-29,목,3305,132,289,435,0.0,모닝롤/단팥빵  우유/주스 계란후라이 새우살야채죽/쌀밥 (쌀:국내산) 황태해장국 (황태:러시아산) 오이사과무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  훈제오리구이 (오리:국내산) 매운어묵볶음  쌈무/양파절임 부추겉절이 포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  소고기퀘사디아 (소고기:호주산) 멕시칸샐러드  음료  포기김치 (김치:국내산) ,845.0,550.0
2019-08-30,금,3305,253,305,1,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 대구매운탕  느타리볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개 (소고기:호주산) 굴비구이  비엔나컬리플라워볶음  김구이  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  마늘치킨 (닭:국내산) 동그랑땡전  치커리무침  포기김치 (김치:국내산) ,575.0,385.0
2019-09-02,월,3111,137,213,564,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡미역국  동전쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시락국  돈육김치볶음  궁중떡볶음  쫑상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  파닭  두부계란부침  무생채  포기김치 (김치:국내산) ,1363.0,609.0
2019-09-03,화,3111,103,254,460,0.0,모닝롤/옥수수샌드  우유/주스 스크램블에그 땅콩죽/쌀밥 (쌀:국내산) 두부김치국  김잔파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  소고기장조림  갈치무조림  참나물생채  포기김치 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  치킨샐러드  고구마맛탕  단무지/음료  포기김치 (김치:국내산) ,944.0,573.0
2019-09-04,수,3111,102,270,0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  감자채볶음  포기김치 (김치:국내산) ,"단호박영양밥 (쌀,돈육:국내산) 유부장국  새송이너비아니구이  양장피  오이무침  포기김치 (김치:국내산) ",쌀밥/잡곡밥  참치김치찌개  돈육강정  계란찜  매운어묵볶음  깍두기 (김치:국내산) ,769.0,412.0
2019-09-05,목,3111,118,292,391,0.0,모닝롤/참치샌드  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 오징어국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 토란국  매운돼지갈비찜  호박부추전  도토리묵야채무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 김치어묵국  야채튀김  미니햄버거  꽃맛살샐러드  포기김치 (김치:국내산) ,778.0,557.0
2019-09-06,금,3111,214,301,0,0.0,모닝롤/찐빵  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 맑은만두육개장  영양부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  수제돈까스  통도라지구이  미역무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  소고기숙주볶음  맛살냉채  단배추겉절이  포기김치 (김치:국내산) ,687.0,349.0
2019-09-09,월,3111,148,217,523,0.0,모닝롤/녹차호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 떡국  비트무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 김치콩나물국  짬뽕불고기  버섯잡채  모듬쌈*쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태해장국  닭갈비  두부구이*양념장  참나물땅콩무침  포기김치 (김치:국내산) ,1228.0,612.0
2019-09-10,화,3111,142,238,401,0.0,모닝롤/감자샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 열무된장국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 맑은순두부국  사천식탕수육  감자프리타타  청경채겉절이  포기김치 (김치:국내산) ,김치필라프 (쌀:국내산) 크림스프  토마토스파게티  시리얼과일샐러드  수제피클  깍두기 (김치:국내산) ,812.0,541.0
2019-09-11,수,3111,426,135,0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  얼갈이나물  포기김치 (김치:국내산) ,"나물비빔밥 (쌀,돈육:국내산) 팽이장국  생선까스*칠리소스  갈비만두  송편/식혜/과일  포기김치 (김치:국내산) ",쌀밥/잡곡밥  해물된장찌개  고추잡채*꽃빵  명태조림  김자반  포기김치 (김치:국내산) ,916.0,123.0
2019-09-16,월,3111,259,180,631,0.0,모닝롤/프렌치토스트  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 시래기국  두반장가지볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  훈제오리고추장볶음  연두부*장  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  치즈함박스테이크  새송이버섯전  유채나물  배추겉절이 (김치:국내산) ,1283.0,687.0
2019-09-17,화,3111,75,241,606,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 새우살죽/쌀밥 (쌀:국내산) 순두부국  검정콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게된장찌개  돈육굴소스볶음  날치알계란찜  꽃상추겉절이  포기김치 (김치:국내산) ,참치덮밥 (쌀:국내산) 미소장국  또띠아피자  모둠과일  락교  포기김치 (김치:국내산) ,1010.0,640.0
2019-09-18,수,3111,71,250,0,0.0,모닝롤/사과파이  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 차돌박이찌개  우엉조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국  탄두리치킨  오징어숙회무침  파스타샐러드 /오렌지주스  배추겉절이/과일 (김치:국내산) ,쌀밥/잡곡밥  수제비국  쇠고기숙주볶음  두부매콤조림  오이무침  포기김치 (김치:국내산) ,1006.0,418.0
2019-09-19,목,3111,80,290,441,0.0,모닝롤/단호박샌드  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀:국내산) 감자국  멸치볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미볶음  카레감자채볶음  호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/과일  석박지 (김치:국내산) ,701.0,480.0
2019-09-20,금,3111,182,302,2,0.0,모닝롤/시금치팬케익  우유/주스 계란후라이 야채죽/쌀밥 (쌀:국내산) 닭개장  도토리묵*장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  대패삼겹*파채  사각어묵무침  비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥  얼큰소고기무국  안동찜닭  탕평채  아삭고추된장무침  포기김치 (김치:국내산) ,662.0,415.0
2019-09-23,월,3111,114,214,569,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 배추된장국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  유자청제육볶음 (돈육:국내산) 동그랑땡전  얼갈이겉절이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (소고기:호주산) 고등어구이 (고등어:국내산) 모듬소세지볶음  오이사과생채  포기김치 (김치:국내산) ,1239.0,595.0
2019-09-24,화,3111,71,265,631,0.0,모닝롤/씨크립샌드  우유/주스 스크램블에그 고구마죽/쌀밥 (쌀:국내산) 대구탕  김구이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  버섯불고기 (소고기:호주산) 골뱅이무침  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국 (우민찌:호주산) 닭볶음탕 (닭:국내산) 메밀전병만두  참나물생채  배추겉절이 (김치:국내산) ,899.0,570.0
2019-09-25,수,3111,60,285,1,0.0,모닝롤/단팥빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국  시래기조림  포기김치 (김치:국내산) ,곤드레밥*양념장 (쌀:국내산) 맑은국  돈육강정 (돈육:국내산) 사과고구마그라탕  오복지무침  포기김치 (김치:국내산) ,    *        ,803.0,0.0
2019-09-26,목,3111,75,312,542,0.0,모닝롤/대만샌드위치  우유/주스 계란후라이 땅콩죽/쌀밥 (쌀:국내산) 들깨미역국  느타리호박볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  해물누룽지탕  두부스테이크  마늘쫑무침  깍두기 (김치:국내산) ,"볶음밥/짜장소스 (쌀,돈육:국내산) 계란국  깐풍기 (닭:국내산) 시저샐러드  단무지/음료  포기김치 (김치:국내산) ",620.0,474.0
2019-09-27,금,3111,177,309,2,0.0,모닝롤/카스텔라  우유/주스 계란후라이 참치죽/쌀밥 (쌀:국내산) 된장찌개  두부쑥갓무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  언양식불고기  계란말이  청경채생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 아욱국  돈육간장볶음 (돈육:국내산) 닭살겨자채 (닭:국내산) 무나물  포기김치 (김치:국내산) ,722.0,368.0
2019-09-30,월,3111,283,231,366,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 콩나물국  꽈리고추찜  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  짬뽕불고기  메추리알조림  얼갈이겉절이  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 버섯들깨탕  오징어볶음  고기전  양배추쌈*쌈장  포기김치 (김치:국내산) ,1030.0,516.0
2019-10-02,수,3121,244,217,310,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 소고기무국  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  닭갈비  우엉잡채  부추겉절이  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  쇠고기장조림  마파두부  오이맛살초무침  포기김치 (김치:국내산) ,1241.0,743.0
2019-10-04,금,3121,268,231,428,0.0,모닝롤/치즈프레즐  우유/주스 계란후라이 홍게살죽/쌀밥 (쌀:국내산) 황태국  쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  소불고기  두부양념조림  미역레몬초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  함박스테이크  계란찜  콩나물무침  포기김치 (김치:국내산) ,1215.0,755.0
2019-10-07,월,3121,193,215,447,0.0,모닝롤/꿀호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개 (돈육:국내산) 돈육굴소스볶음 (돈육:국내산) 해파리겨자채  마늘쫑건새우볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장 (닭:국내산) 갈치구이 (갈치:감비아산) 비엔나케찹볶음  셀프무쌈말이  포기김치 (김치:국내산) ,1133.0,492.0
2019-10-08,화,3121,214,262,247,0.0,"모닝롤/바나나샌드  우유/주스 계란후라이 쇠고기죽/쌀밥 (쌀:국내산,쇠고기:호주) 근대국  미역줄기볶음  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 동태탕 (동태:러시아산) 마늘간장치킨 (닭:국내산) 새송이버섯전  치커리사과무침  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 새우튀김우동  고구마치즈구이  홍시드레싱샐러드  오이피클  깍두기 (김치:국내산) ,883.0,521.0
2019-10-10,목,3121,284,269,398,0.0,모닝롤/옥수수샌드  우유/주스 계란후라이 크림누룽지탕/쌀밥 (쌀:국내산) 호박젓국찌개  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  굴비구이 (굴비:원양산) 미트볼조림  청경채무침  포기김치 (김치:국내산) ,참치주먹밥 (쌀:국내산) 잔치국수  쇠고기퀘사디아 (소고기:호주산) 꽃맛살샐러드  음료/단무지  포기김치 (김치:국내산) ,862.0,546.0
2019-10-11,금,3121,389,285,3,0.0,"모닝롤/크로와상  우유/주스 계란후라이 닭죽/쌀밥 (쌀,닭:국내산) 바지락국  취나물  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 아욱국  매운돼지갈비찜 (돈육:국내산) 파스타샐러드  건파래무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국 (쇠고기:호주산) 탕수어 (동태:러시아산) 견과류조림  양념깻잎지  포기김치 (김치:국내산) ,566.0,312.0
2019-10-14,월,3121,152,237,529,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 얼갈이국  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 북어해장국  제육볶음  감자채볶음  야채스틱  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  계란말이  쫑상추무침  포기김치 (김치:국내산) ,1140.0,601.0
2019-10-15,화,3121,112,260,534,0.0,"모닝롤/고구마샌드  우유/주스 스크램블에그 야채죽/쌀밥 (쌀:국내산,쇠고기:호주) 조랭이떡미역국  멸치볶음  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭갈비  어묵볶음  부추생채  포기김치 (김치:국내산) ,야채볶음밥 (쌀:국내산) 유부주머니국  통새우또띠아  야채쫄면무침  과일  깍두기 (김치:국내산) ,867.0,550.0
2019-10-16,수,3121,116,278,1,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 오징어국  김구이  포기김치 (김치:국내산) ,콩나물밥 (쌀:국내산) 가쯔오국  돈육강정  모히토과일샐러드  쨔샤이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥  된장찌개  꽁치구이  모듬소세지구이  오이무침  포기김치 (김치:국내산) ,765.0,334.0
2019-10-17,목,3121,144,301,364,0.0,모닝롤/참치새드  우유/주스 계란후라이 팥죽/쌀밥 (쌀:국내산) 시래기국  연근땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  해물굴소스볶음  쇠고기두부찜  치커리유자청무침  포기김치 (김치:국내산) ,쌀밥  (쌀:국내산) 떡만두국  닭매운찜  김치전  간장깻잎지/콘샐러드  포기김치 (김치:국내산) ,708.0,479.0
2019-10-18,금,3121,332,300,2,0.0,"모닝롤/애플파이  우유/주스 계란후라이 땅콩죽/쌀밥 (쌀,닭:국내산) 김치두부국  도라지나물  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 우거지된장국  쇠고기장조림  옥수수전  마늘쫑무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  후르츠탕수육  오징어초무침  애호박나물  포기김치 (김치:국내산) ,581.0,345.0
2019-10-21,월,3121,168,227,709,0.0,모닝롤/녹차호떡  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 김치콩나물국  김자반  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  훈제오리단호박볶음  골뱅이무침  양파절임/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  언양식불고기  맛살냉채  도라지오이무침  포기김치 (김치:국내산) ,1107.0,561.0
2019-10-22,화,3121,99,378,381,0.0,"모닝롤/야채샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산,쇠고기:호주) 소고기무국  두부쑥갓무침  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 얼큰순두부찌개  짬뽕불고기  잡채  도토리묵무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 잔치국수  떡볶이  김말이튀김  음료  배추겉절이 (김치:국내산) ,1090.0,446.0
2019-10-23,수,3121,89,286,2,0.0,모닝롤/크로와상  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 무채국  꽈리고추찜  포기김치 (김치:국내산) ,카레라이스 (쌀:국내산) 우동국  유린기  메밀전병만두  단무지/바나나  포기김치 (김치:국내산) ,쌀밥/잡곡밥  열무된장국  소고기버섯볶음  부추호박전  브로콜리*초장  포기김치 (김치:국내산) ,785.0,419.0
2019-10-24,목,3121,129,313,410,0.0,모닝롤/식빵피자  우유/주스 계란후라이 김치죽/쌀밥 (쌀:국내산) 꽃게된장국  동전쥐포무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 건새우아욱국  등갈비김치말이  계란말이  숙주나물무침  열무김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 맑은국  돈육간장강정  흑임자시금치샐러드  무우짱아찌  포기김치 (김치:국내산) ,705.0,409.0
2019-10-25,금,3121,316,323,1,0.0,"모닝롤/롤케익  우유/주스 계란후라이 흑임자죽/쌀밥 (쌀,닭:국내산) 감자국  열무나물  포기김치 (김치:국내산) ","나물비빔밥 (쌀,돈육:국내산) 팽이장국  생선까스*칠리소스  갈비만두  식혜  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  류산슬  비엔나감자조림  아삭고추무침  포기김치 (김치:국내산) ,546.0,304.0
2019-10-28,월,3121,219,267,464,0.0,모닝롤/마늘빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 두부김치국  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기미역국 (쇠고기:호주산) 유자청제육볶음 (돈육:국내산) 메추리알조림  모듬쌈*쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 짬뽕국  가자미카레튀김  고기전 (돈육:국내산) 치커리무침  포기김치 (김치:국내산) ,915.0,436.0
2019-10-29,화,3121,112,293,477,0.0,모닝롤/베이컨샌드  우유/주스 스크램블에그 홍게살죽/쌀밥 (쌀:국내산) 배추된장국  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  오징어볶음  두부새싹구이  파래김*양념장  열무김치 (김치:국내산) ,오므라이스 (쌀:국내산) 미니우동  닭오븐구이 (닭:국내산) 고구마튀김  꼬들단무지  포기김치 (김치:국내산) ,808.0,517.0
2019-10-30,수,3121,122,294,1,0.0,모닝롤/오렌지케익빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 황태국 (황태:러시아산) 문어꽈리초조림  포기김치 (김치:국내산) ,"마파두부덮밥 (쌀,돈육:국내산) 맑은국  치킨핑거 (닭:국내산) 시저샐러드  무비트생채  포기김치 (김치:국내산) ",    *        ,771.0,0.0
2019-10-31,목,3121,130,312,430,0.0,모닝롤/단팥빵  우유/주스 계란후라이 견과류죽/쌀밥 (쌀:국내산) 아욱국  어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운콩나물국  동파삼겹수육 (돈육:국내산) 늙은호박전  쫑상추무침  배추겉절이 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  또띠아피자  꽃맛살샐러드  락교/과일  포기김치 (김치:국내산) ,671.0,475.0
2019-11-01,금,3104,248,327,1,0.0,모닝롤/인기가요샌드  우유/주스 계란후라이 녹두죽/쌀밥 (쌀:국내산) 재첩국  시래기조림  포기김치 (김치:국내산) ,"쌀밥/옛날돈까스 (쌀,돈육:국내산) 옥수수스프  딸기드레싱샐러드  감자범벅  수제피클/음료  포기김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 떡국  돈육장조림 (돈육:국내산) 해물김치전  참나물생채  깍두기 (김치:국내산) ,586.0,317.0
2019-11-04,월,3104,155,239,538,0.0,모닝롤/핫도그  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 민물새우찌개  미역줄기볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 근대국  소고기낙지볶음 (소고기:호주산) 계란찜  청경채사과생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  함박스테이크  닭살겨자냉채 (닭:국내산) 마늘쫑무침  포기김치 (김치:국내산) ,1058.0,552.0
2019-11-05,화,3104,86,289,541,0.0,모닝롤/에그샌드  우유/주스 스크램블에그 야채죽/쌀밥 (쌀:국내산) 연두부국  가지나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  순살파닭 (닭:국내산) 감자채볶음  콩나물무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 해물수제비  야채튀김  오징어숙회무침  오복지  깍두기 (김치:국내산) ,773.0,475.0
2019-11-06,수,3104,119,295,0,0.0,모닝롤/와플  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 대구탕  연근조림  포기김치 (김치:국내산) ,"김치제육덮밥 (쌀,돈육:국내산) 가쯔오장국  시금치프리타타  동태전 (동태:러시아산) 오이무침  열무김치 (김치:국내산) ",쌀밥/잡곡밥 (쌀:국내산) 닭개장 (닭:국내산) 황태양념구이 (황태:러시아산) 고추잡채*꽃빵  톳두부무침  포기김치 (김치:국내산) ,773.0,321.0
2019-11-07,목,3104,133,302,424,0.0,"모닝롤/토마토샌드  우유/주스 계란후라이 소고기죽/쌀밥 (쌀:국내산,소고기:호주) 피바지락국  도토리묵무침  포기김치 (김치:국내산) ","쌀밥/잡곡밥 (쌀:국내산) 오징어국  미니채소떡갈비 (소고기:호주,돈육:국내) 멸치호두볶음  물파래무침  포기김치 (김치:국내산) ","목살필라프 (쌀,돈육:국내산) 계란국  로제파스타  양배추샐러드  해쉬포테이토*케찹  포기김치 (김치:국내산) ",700.0,460.0
2019-11-08,금,3104,271,309,1,0.0,모닝롤/메론롤케익  우유/주스 계란후라이 참치죽/쌀밥 (쌀:국내산) 감자국  명엽채무침  포기김치 (김치:국내산) ,야채볶음밥*짜장소스 (쌀:국내산) 미역장국  사천식탕수육 (돈육:국내산) 멕시칸샐러드  단무지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  대패삼겹*파채 (돈삼겹:칠레산) 두부양념조림  무생채  배추겉절이 (김치:국내산) ,535.0,321.0
2019-11-11,월,3104,150,236,568,0.0,모닝롤/초코핫케익  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 미역국  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  언양식불고기*양파채  잡채  진미채무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  훈제오리불고기  두부구이  부추생채/쌈무  포기김치 (김치:국내산) ,1079.0,489.0
2019-11-12,화,3104,106,272,481,0.0,모닝롤/고구마샌드  우유/주스 스크램블에그 잣죽/쌀밥 (쌀:국내산) 북어해장국  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌된장찌개  주꾸미볶음  옥수수전  양념깻잎지  포기김치 (김치:국내산) ,"유부초밥 (쌀,현미흑미:국내산) 쌀국수  쇠고기퀘사디아 (쇠고기:호주산) 단무지  사과푸딩  포기김치 (배추,고추가루:국내산) ",769.0,456.0
2019-11-13,수,3104,136,290,0,0.0,모닝롤/찐빵  우유/주스 계란후라이 누룽지탕/쌀밥 (쌀:국내산) 조랭이떡국  김자반  포기김치 (김치:국내산) ,곤드레밥*양념장 (쌀:국내산) 맑은국  돈육강정 (돈육:국내산) 사과고구마그라탕  오복지무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  등갈비바베큐조림  고등어구이  오이생채  포기김치 (김치:국내산) ,733.0,328.0
2019-11-14,목,3104,188,286,453,0.0,모닝롤/참치샌드  우유/주스 계란후라이 해물죽/쌀밥 (쌀:국내산) 된장찌개  시래기조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  해물누룽지탕 (오징어:포클랜드) 모듬소시지구이  미역레몬초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  부추전  오징어젓무침  야채스틱/과일  석박지 (김치:국내산) ,677.0,466.0
